Row Number,PlayerXPosition,PlayerYPosition,GoalXPosition,GoalYPosition,DesiredMoveXPosition,DesiredMoveYPosition
837,3,-1,13,-3,1,-1
838,-15,-8,13,-3,1,1
839,-6,-6,13,-3,1,1
840,1,1,13,-3,1,-1
841,6,-4,-2,8,-1,1
842,-10,7,-2,8,1,1
843,-2,-1,-2,8,0,1
844,16,-3,-2,8,-1,1
845,4,7,-2,8,-1,1
846,-16,-4,-2,8,1,1
847,-3,-3,-2,8,1,1
848,0,-7,-2,8,-1,1
849,-13,8,-2,8,1,0
850,10,8,-2,8,-1,0
851,17,8,-2,8,-1,0
852,-2,-1,-2,8,0,1
853,18,4,-2,8,-1,1
854,15,5,-2,8,-1,1
855,-18,-4,-2,8,1,1
856,-8,8,-2,8,1,0
857,-16,-4,-2,8,1,1
858,-8,6,-2,8,1,1
859,-2,3,-2,8,0,1
860,12,-8,-2,8,-1,1
861,-8,7,-2,8,1,1
862,1,-2,-2,8,-1,1
863,-9,-7,-2,8,1,1
864,-9,4,-2,8,1,1
865,14,-2,-2,8,-1,1
866,2,3,-2,8,-1,1
867,6,-1,-2,8,-1,1
868,2,4,-2,8,-1,1
869,9,-2,-2,8,-1,1
870,-10,-1,-2,8,1,1
871,13,0,-2,2,-1,1
872,7,8,-2,2,-1,-1
873,5,7,-2,2,-1,-1
874,16,-8,-2,2,-1,1
875,5,-4,-2,2,-1,1
876,-13,2,-2,2,1,0
877,12,3,-2,2,-1,-1
878,5,-7,-2,2,-1,1
879,15,0,-2,2,-1,1
880,-1,-8,-2,2,-1,1
881,7,3,-2,2,-1,-1
882,-12,5,-2,2,1,-1
883,13,0,-2,2,-1,1
884,8,0,-2,2,-1,1
885,18,7,-2,2,-1,-1
886,-7,-6,-2,2,1,1
887,5,-6,-2,2,-1,1
888,-12,4,-2,2,1,-1
889,6,-4,-2,2,-1,1
890,-16,5,-2,2,1,-1
891,10,2,-2,2,-1,0
892,12,-6,-2,2,-1,1
893,13,-5,-2,2,-1,1
894,13,-6,-2,2,-1,1
895,-14,3,-2,2,1,-1
896,-4,-7,-2,2,1,1
897,-7,-2,-2,2,1,1
898,7,-7,-2,2,-1,1
899,14,-6,-2,2,-1,1
900,4,0,-2,2,-1,1
901,1,8,14,5,1,-1
902,8,-3,14,5,1,1
903,10,7,14,5,1,-1
904,-13,6,14,5,1,-1
905,4,3,14,5,1,1
906,-8,-2,14,5,1,1
907,9,8,14,5,1,-1
908,-12,-1,14,5,1,1
909,-7,1,14,5,1,1
910,13,0,14,5,1,1
911,5,-7,14,5,1,1
912,-11,0,14,5,1,1
913,16,-7,14,5,-1,1
914,-10,-6,14,5,1,1
915,-7,4,14,5,1,1
916,7,-3,14,5,1,1
917,2,7,14,5,1,-1
918,-1,-4,14,5,1,1
919,-15,-3,14,5,1,1
920,-10,-2,14,5,1,1
921,-17,-3,14,5,1,1
922,5,2,14,5,1,1
923,8,2,14,5,1,1
924,-18,-6,14,5,1,1
925,-15,7,14,5,1,-1
926,6,8,14,5,1,-1
927,-11,6,14,5,1,-1
928,2,4,14,5,1,1
929,8,1,14,5,1,1
930,1,6,14,5,1,-1
931,-8,1,11,-7,1,-1
932,-4,-7,11,-7,1,0
933,7,-3,11,-7,1,-1
934,-11,8,11,-7,1,-1
935,-18,1,11,-7,1,-1
936,14,0,11,-7,-1,-1
937,18,1,11,-7,-1,-1
938,-6,-2,11,-7,1,-1
939,5,-8,11,-7,1,1
940,-6,8,11,-7,1,-1
941,11,-2,11,-7,0,-1
942,16,7,11,-7,-1,-1
943,-3,-3,11,-7,1,-1
944,-10,1,11,-7,1,-1
945,18,4,11,-7,-1,-1
946,-8,2,11,-7,1,-1
947,7,-8,11,-7,1,1
948,-1,-5,11,-7,1,-1
949,6,3,11,-7,1,-1
950,-13,8,11,-7,1,-1
951,16,6,11,-7,-1,-1
952,-17,4,11,-7,1,-1
953,5,6,11,-7,1,-1
954,7,-3,11,-7,1,-1
955,5,5,11,-7,1,-1
956,-1,-1,11,-7,1,-1
957,2,6,11,-7,1,-1
958,18,-2,11,-7,-1,-1
959,11,1,11,-7,0,-1
960,8,-5,11,-7,1,-1
961,3,7,13,-5,1,-1
962,7,-6,13,-5,1,1
963,-18,2,13,-5,1,-1
964,2,-3,13,-5,1,-1
965,2,-1,13,-5,1,-1
966,7,0,13,-5,1,-1
967,-12,6,13,-5,1,-1
968,3,-2,13,-5,1,-1
969,16,-8,13,-5,-1,1
970,16,0,13,-5,-1,-1
971,-10,8,13,-5,1,-1
972,-1,2,13,-5,1,-1
973,-10,2,13,-5,1,-1
974,-12,5,13,-5,1,-1
975,-15,-6,13,-5,1,1
976,8,-3,13,-5,1,-1
977,17,7,13,-5,-1,-1
978,-18,3,13,-5,1,-1
979,11,7,13,-5,1,-1
980,-6,0,13,-5,1,-1
981,-18,7,13,-5,1,-1
982,8,-1,13,-5,1,-1
983,17,4,13,-5,-1,-1
984,15,0,13,-5,-1,-1
985,-3,-5,13,-5,1,0
986,7,2,13,-5,1,-1
987,-14,0,13,-5,1,-1
988,10,2,13,-5,1,-1
989,3,-2,13,-5,1,-1
990,-14,-4,13,-5,1,-1
991,-10,7,14,7,1,0
992,-5,3,14,7,1,1
993,-8,-5,14,7,1,1
994,9,-7,14,7,1,1
995,17,1,14,7,-1,1
996,-17,6,14,7,1,1
997,-12,-3,14,7,1,1
998,3,0,14,7,1,1
999,15,3,14,7,-1,1
1000,11,-6,14,7,1,1
1001,-6,6,14,7,1,1
1002,-4,1,14,7,1,1
1003,-16,-1,14,7,1,1
1004,-18,-2,14,7,1,1
1005,-3,7,14,7,1,0
1006,4,-1,14,7,1,1
1007,-3,-6,14,7,1,1
1008,4,-6,14,7,1,1
1009,5,1,14,7,1,1
1010,4,-5,14,7,1,1
1011,-2,-5,14,7,1,1
1012,4,-3,14,7,1,1
1013,-6,-5,14,7,1,1
1014,0,3,14,7,1,1
1015,3,3,14,7,1,1
1016,-6,-2,14,7,1,1
1017,-11,-6,14,7,1,1
1018,4,-2,14,7,1,1
1019,-15,5,14,7,1,1
1020,5,-7,14,7,1,1
1021,3,-5,-16,2,-1,1
1022,17,-7,-16,2,-1,1
1023,13,-5,-16,2,-1,1
1024,-15,-3,-16,2,-1,1
1025,6,6,-16,2,-1,-1
1026,6,6,-16,2,-1,-1
1027,6,-2,-16,2,-1,1
1028,9,6,-16,2,-1,-1
1029,5,3,-16,2,-1,-1
1030,-7,6,-16,2,-1,-1
1031,-17,-7,-16,2,1,1
1032,11,-1,-16,2,-1,1
1033,-4,4,-16,2,-1,-1
1034,2,7,-16,2,-1,-1
1035,4,-8,-16,2,-1,1
1036,-13,-8,-16,2,-1,1
1037,-14,-3,-16,2,-1,1
1038,-2,2,-16,2,-1,0
1039,16,2,-16,2,-1,0
1040,9,6,-16,2,-1,-1
1041,-13,7,-16,2,-1,-1
1042,-7,2,-16,2,-1,0
1043,11,2,-16,2,-1,0
1044,15,1,-16,2,-1,1
1045,6,-2,-16,2,-1,1
1046,8,-7,-16,2,-1,1
1047,-18,-7,-16,2,1,1
1048,12,-8,-16,2,-1,1
1049,-10,-4,-16,2,-1,1
1050,-7,-7,-16,2,-1,1
1051,-13,-5,4,-1,1,1
1052,6,7,4,-1,-1,-1
1053,-6,-7,4,-1,1,1
1054,-12,-6,4,-1,1,1
1055,2,6,4,-1,1,-1
1056,-10,-5,4,-1,1,1
1057,-7,7,4,-1,1,-1
1058,0,-7,4,-1,1,1
1059,-5,8,4,-1,1,-1
1060,7,3,4,-1,-1,-1
1061,-12,5,4,-1,1,-1
1062,0,-1,4,-1,1,0
1063,0,-2,4,-1,1,1
1064,4,-4,4,-1,0,1
1065,0,1,4,-1,1,-1
1066,-1,2,4,-1,1,-1
1067,12,-6,4,-1,-1,1
1068,-6,-8,4,-1,1,1
1069,-16,-1,4,-1,1,0
1070,-4,6,4,-1,1,-1
1071,-11,1,4,-1,1,-1
1072,-10,1,4,-1,1,-1
1073,-16,0,4,-1,1,-1
1074,-5,1,4,-1,1,-1
1075,-10,-3,4,-1,1,1
1076,-17,7,4,-1,1,-1
1077,-9,-1,4,-1,1,0
1078,-12,-7,4,-1,1,1
1079,14,-4,4,-1,-1,1
1080,6,8,4,-1,-1,-1
1081,3,7,-18,1,-1,-1
1082,-1,-4,-18,1,-1,1
1083,-8,3,-18,1,-1,-1
1084,8,-7,-18,1,-1,1
1085,-17,-6,-18,1,-1,1
1086,17,-8,-18,1,-1,1
1087,-12,7,-18,1,-1,-1
1088,-13,-1,-18,1,-1,1
1089,-7,-1,-18,1,-1,1
1090,-10,5,-18,1,-1,-1
1091,-9,1,-18,1,-1,0
1092,18,-2,-18,1,-1,1
1093,-1,-2,-18,1,-1,1
1094,14,8,-18,1,-1,-1
1095,7,-7,-18,1,-1,1
1096,2,-8,-18,1,-1,1
1097,-13,0,-18,1,-1,1
1098,13,-2,-18,1,-1,1
1099,-9,2,-18,1,-1,-1
1100,-15,-6,-18,1,-1,1
1101,-10,1,-18,1,-1,0
1102,8,-3,-18,1,-1,1
1103,-14,-7,-18,1,-1,1
1104,-3,0,-18,1,-1,1
1105,17,6,-18,1,-1,-1
1106,-12,7,-18,1,-1,-1
1107,17,8,-18,1,-1,-1
1108,-14,-1,-18,1,-1,1
1109,1,5,-18,1,-1,-1
1110,6,5,-18,1,-1,-1
1111,-8,7,-5,0,1,-1
1112,18,-8,-5,0,-1,1
1113,18,-8,-5,0,-1,1
1114,-3,-3,-5,0,-1,1
1115,-14,8,-5,0,1,-1
1116,1,2,-5,0,-1,-1
1117,-3,6,-5,0,-1,-1
1118,14,-2,-5,0,-1,1
1119,-17,-8,-5,0,1,1
1120,-3,3,-5,0,-1,-1
1121,9,3,-5,0,-1,-1
1122,13,-1,-5,0,-1,1
1123,17,-3,-5,0,-1,1
1124,-1,-1,-5,0,-1,1
1125,-11,-8,-5,0,1,1
1126,6,-7,-5,0,-1,1
1127,-13,3,-5,0,1,-1
1128,5,-2,-5,0,-1,1
1129,5,-6,-5,0,-1,1
1130,11,5,-5,0,-1,-1
1131,-8,2,-5,0,1,-1
1132,18,0,-5,0,-1,0
1133,0,-6,-5,0,-1,1
1134,0,3,-5,0,-1,-1
1135,17,7,-5,0,-1,-1
1136,5,-1,-5,0,-1,1
1137,1,5,-5,0,-1,-1
1138,-2,3,-5,0,-1,-1
1139,3,-7,-5,0,-1,1
1140,-4,7,-5,0,-1,-1
1141,16,-6,-16,-3,-1,1
1142,-4,0,-16,-3,-1,-1
1143,-11,-1,-16,-3,-1,-1
1144,-7,6,-16,-3,-1,-1
1145,5,7,-16,-3,-1,-1
1146,-4,-8,-16,-3,-1,1
1147,-8,-3,-16,-3,-1,0
1148,-8,8,-16,-3,-1,-1
1149,18,-8,-16,-3,-1,1
1150,7,1,-16,-3,-1,-1
1151,-3,-5,-16,-3,-1,1
1152,-15,2,-16,-3,-1,-1
1153,13,8,-16,-3,-1,-1
1154,13,4,-16,-3,-1,-1
1155,14,-2,-16,-3,-1,-1
1156,-1,-1,-16,-3,-1,-1
1157,18,-3,-16,-3,-1,0
1158,-10,-8,-16,-3,-1,1
1159,-7,3,-16,-3,-1,-1
1160,18,-4,-16,-3,-1,1
1161,-8,3,-16,-3,-1,-1
1162,17,-8,-16,-3,-1,1
1163,-3,7,-16,-3,-1,-1
1164,-3,-3,-16,-3,-1,0
1165,-17,7,-16,-3,1,-1
1166,-5,6,-16,-3,-1,-1
1167,-12,-7,-16,-3,-1,1
1168,-7,-2,-16,-3,-1,-1
1169,-3,-1,-16,-3,-1,-1
1170,-2,-2,-16,-3,-1,-1
1171,5,-1,-14,0,-1,1
1172,9,3,-14,0,-1,-1
1173,5,-5,-14,0,-1,1
1174,8,4,-14,0,-1,-1
1175,9,-5,-14,0,-1,1
1176,-12,2,-14,0,-1,-1
1177,7,0,-14,0,-1,0
1178,16,-7,-14,0,-1,1
1179,-2,-3,-14,0,-1,1
1180,-15,5,-14,0,1,-1
1181,-7,-6,-14,0,-1,1
1182,9,3,-14,0,-1,-1
1183,-8,-5,-14,0,-1,1
1184,-10,-3,-14,0,-1,1
1185,-6,7,-14,0,-1,-1
1186,-16,-6,-14,0,1,1
1187,10,7,-14,0,-1,-1
1188,-9,-2,-14,0,-1,1
1189,4,2,-14,0,-1,-1
1190,-15,-7,-14,0,1,1
1191,-15,-4,-14,0,1,1
1192,14,3,-14,0,-1,-1
1193,-13,8,-14,0,-1,-1
1194,-15,4,-14,0,1,-1
1195,4,6,-14,0,-1,-1
1196,11,1,-14,0,-1,-1
1197,-11,1,-14,0,-1,-1
1198,18,3,-14,0,-1,-1
1199,9,-4,-14,0,-1,1
1200,6,-4,-14,0,-1,1
1201,0,2,8,0,1,-1
1202,-14,0,8,0,1,0
1203,18,8,8,0,-1,-1
1204,14,0,8,0,-1,0
1205,-12,2,8,0,1,-1
1206,-4,-4,8,0,1,1
1207,-14,0,8,0,1,0
1208,-13,1,8,0,1,-1
1209,7,8,8,0,1,-1
1210,-8,-8,8,0,1,1
1211,-10,2,8,0,1,-1
1212,6,-4,8,0,1,1
1213,-17,5,8,0,1,-1
1214,-3,7,8,0,1,-1
1215,17,6,8,0,-1,-1
1216,-3,-7,8,0,1,1
1217,8,5,8,0,0,-1
1218,12,5,8,0,-1,-1
1219,-7,8,8,0,1,-1
1220,-15,8,8,0,1,-1
1221,-8,-2,8,0,1,1
1222,1,3,8,0,1,-1
1223,-3,-1,8,0,1,1
1224,-5,7,8,0,1,-1
1225,-11,-2,8,0,1,1
1226,0,8,8,0,1,-1
1227,-7,1,8,0,1,-1
1228,-15,2,8,0,1,-1
1229,7,-4,8,0,1,1
1230,-6,2,8,0,1,-1
1231,4,-5,-14,6,-1,1
1232,2,-3,-14,6,-1,1
1233,8,0,-14,6,-1,1
1234,-5,2,-14,6,-1,1
1235,15,-2,-14,6,-1,1
1236,15,2,-14,6,-1,1
1237,-14,-3,-14,6,0,1
1238,12,4,-14,6,-1,1
1239,-3,-1,-14,6,-1,1
1240,-6,3,-14,6,-1,1
1241,11,2,-14,6,-1,1
1242,4,-5,-14,6,-1,1
1243,18,2,-14,6,-1,1
1244,17,5,-14,6,-1,1
1245,-9,-4,-14,6,-1,1
1246,-8,-2,-14,6,-1,1
1247,-15,-7,-14,6,1,1
1248,-14,-7,-14,6,0,1
1249,-9,4,-14,6,-1,1
1250,-1,6,-14,6,-1,0
1251,-15,-8,-14,6,1,1
1252,12,4,-14,6,-1,1
1253,15,0,-14,6,-1,1
1254,16,2,-14,6,-1,1
1255,-5,5,-14,6,-1,1
1256,-17,0,-14,6,1,1
1257,-15,-2,-14,6,1,1
1258,-9,-2,-14,6,-1,1
1259,-7,-3,-14,6,-1,1
1260,5,1,-14,6,-1,1
1261,9,8,-1,5,-1,-1
1262,13,-4,-1,5,-1,1
1263,-12,8,-1,5,1,-1
1264,5,8,-1,5,-1,-1
1265,15,8,-1,5,-1,-1
1266,18,1,-1,5,-1,1
1267,12,6,-1,5,-1,-1
1268,9,-8,-1,5,-1,1
1269,4,-6,-1,5,-1,1
1270,-6,-6,-1,5,1,1
1271,13,1,-1,5,-1,1
1272,13,-7,-1,5,-1,1
1273,18,-3,-1,5,-1,1
1274,-5,0,-1,5,1,1
1275,-14,3,-1,5,1,1
1276,-15,7,-1,5,1,-1
1277,-15,5,-1,5,1,0
1278,-11,6,-1,5,1,-1
1279,-1,0,-1,5,0,1
1280,0,2,-1,5,-1,1
1281,-11,-3,-1,5,1,1
1282,-14,8,-1,5,1,-1
1283,-16,8,-1,5,1,-1
1284,-4,-6,-1,5,1,1
1285,-4,-7,-1,5,1,1
1286,-17,-2,-1,5,1,1
1287,11,8,-1,5,-1,-1
1288,-17,2,-1,5,1,1
1289,-17,4,-1,5,1,1
1290,15,2,-1,5,-1,1
1291,-18,-6,-12,-1,1,1
1292,17,2,-12,-1,-1,-1
1293,-9,-3,-12,-1,-1,1
1294,7,7,-12,-1,-1,-1
1295,9,-7,-12,-1,-1,1
1296,-18,5,-12,-1,1,-1
1297,-15,-4,-12,-1,1,1
1298,3,-1,-12,-1,-1,0
1299,6,-7,-12,-1,-1,1
1300,-5,-1,-12,-1,-1,0
1301,-5,0,-12,-1,-1,-1
1302,-6,1,-12,-1,-1,-1
1303,-9,-2,-12,-1,-1,1
1304,9,-3,-12,-1,-1,1
1305,-8,4,-12,-1,-1,-1
1306,15,0,-12,-1,-1,-1
1307,-9,-7,-12,-1,-1,1
1308,17,-8,-12,-1,-1,1
1309,7,-8,-12,-1,-1,1
1310,-16,8,-12,-1,1,-1
1311,-11,4,-12,-1,-1,-1
1312,-15,0,-12,-1,1,-1
1313,-9,-5,-12,-1,-1,1
1314,-15,-6,-12,-1,1,1
1315,-16,-1,-12,-1,1,0
1316,10,4,-12,-1,-1,-1
1317,13,5,-12,-1,-1,-1
1318,-1,-7,-12,-1,-1,1
1319,16,5,-12,-1,-1,-1
1320,18,7,-12,-1,-1,-1
1321,3,7,8,4,1,-1
1322,-7,-5,8,4,1,1
1323,-1,1,8,4,1,1
1324,3,-5,8,4,1,1
1325,-17,5,8,4,1,-1
1326,-12,2,8,4,1,1
1327,3,-2,8,4,1,1
1328,-1,7,8,4,1,-1
1329,4,-7,8,4,1,1
1330,-5,7,8,4,1,-1
1331,-14,-5,8,4,1,1
1332,5,2,8,4,1,1
1333,-8,8,8,4,1,-1
1334,-4,-2,8,4,1,1
1335,5,7,8,4,1,-1
1336,12,3,8,4,-1,1
1337,2,-4,8,4,1,1
1338,1,-2,8,4,1,1
1339,7,1,8,4,1,1
1340,15,3,8,4,-1,1
1341,-11,7,8,4,1,-1
1342,-4,-5,8,4,1,1
1343,17,-6,8,4,-1,1
1344,0,5,8,4,1,-1
1345,5,8,8,4,1,-1
1346,18,-1,8,4,-1,1
1347,-15,-3,8,4,1,1
1348,8,-4,8,4,0,1
1349,-3,0,8,4,1,1
1350,13,-1,8,4,-1,1
1351,-3,-2,5,-6,1,-1
1352,1,-6,5,-6,1,0
1353,-8,-6,5,-6,1,0
1354,3,0,5,-6,1,-1
1355,6,-1,5,-6,-1,-1
1356,-13,7,5,-6,1,-1
1357,3,3,5,-6,1,-1
1358,9,8,5,-6,-1,-1
1359,1,4,5,-6,1,-1
1360,-6,0,5,-6,1,-1
1361,2,-5,5,-6,1,-1
1362,7,0,5,-6,-1,-1
1363,-9,2,5,-6,1,-1
1364,-2,1,5,-6,1,-1
1365,-18,8,5,-6,1,-1
1366,15,-4,5,-6,-1,-1
1367,-17,3,5,-6,1,-1
1368,10,-4,5,-6,-1,-1
1369,1,-1,5,-6,1,-1
1370,14,7,5,-6,-1,-1
1371,-6,7,5,-6,1,-1
1372,-17,0,5,-6,1,-1
1373,6,5,5,-6,-1,-1
1374,-13,-5,5,-6,1,-1
1375,11,5,5,-6,-1,-1
1376,-18,-2,5,-6,1,-1
1377,18,7,5,-6,-1,-1
1378,-7,-4,5,-6,1,-1
1379,17,-3,5,-6,-1,-1
1380,-5,-6,5,-6,1,0
1381,1,8,-16,-3,-1,-1
1382,18,-8,-16,-3,-1,1
1383,10,-2,-16,-3,-1,-1
1384,4,-7,-16,-3,-1,1
1385,-10,-6,-16,-3,-1,1
1386,15,5,-16,-3,-1,-1
1387,-7,3,-16,-3,-1,-1
1388,-15,-8,-16,-3,-1,1
1389,12,5,-16,-3,-1,-1
1390,-9,0,-16,-3,-1,-1
1391,10,-6,-16,-3,-1,1
1392,-2,-1,-16,-3,-1,-1
1393,11,7,-16,-3,-1,-1
1394,-5,5,-16,-3,-1,-1
1395,-6,3,-16,-3,-1,-1
1396,13,-8,-16,-3,-1,1
1397,-13,-8,-16,-3,-1,1
1398,7,1,-16,-3,-1,-1
1399,-18,2,-16,-3,1,-1
1400,13,1,-16,-3,-1,-1
1401,11,-7,-16,-3,-1,1
1402,-12,-4,-16,-3,-1,1
1403,-8,-4,-16,-3,-1,1
1404,10,0,-16,-3,-1,-1
1405,8,5,-16,-3,-1,-1
1406,11,-7,-16,-3,-1,1
1407,2,2,-16,-3,-1,-1
1408,16,5,-16,-3,-1,-1
1409,11,7,-16,-3,-1,-1
1410,14,-2,-16,-3,-1,-1
1411,-3,0,0,8,1,1
1412,1,-4,0,8,-1,1
1413,18,-6,0,8,-1,1
1414,-9,5,0,8,1,1
1415,-6,-8,0,8,1,1
1416,9,-7,0,8,-1,1
1417,-3,-7,0,8,1,1
1418,-16,2,0,8,1,1
1419,-1,-1,0,8,1,1
1420,2,1,0,8,-1,1
1421,-1,-2,0,8,1,1
1422,-13,8,0,8,1,0
1423,3,-3,0,8,-1,1
1424,1,4,0,8,-1,1
1425,6,7,0,8,-1,1
1426,4,-3,0,8,-1,1
1427,-15,-6,0,8,1,1
1428,-17,5,0,8,1,1
1429,-13,-4,0,8,1,1
1430,-5,5,0,8,1,1
1431,7,-1,0,8,-1,1
1432,-14,1,0,8,1,1
1433,-13,-5,0,8,1,1
1434,0,5,0,8,0,1
1435,-4,2,0,8,1,1
1436,-3,-3,0,8,1,1
1437,4,2,0,8,-1,1
1438,-12,-3,0,8,1,1
1439,7,8,0,8,-1,0
1440,-4,5,0,8,1,1
1441,9,6,-15,-6,-1,-1
1442,-18,1,-15,-6,1,-1
1443,12,3,-15,-6,-1,-1
1444,-3,-8,-15,-6,-1,1
1445,3,-5,-15,-6,-1,-1
1446,4,-6,-15,-6,-1,0
1447,-5,1,-15,-6,-1,-1
1448,6,6,-15,-6,-1,-1
1449,17,-5,-15,-6,-1,-1
1450,12,7,-15,-6,-1,-1
1451,-17,7,-15,-6,1,-1
1452,12,-1,-15,-6,-1,-1
1453,-4,-3,-15,-6,-1,-1
1454,1,5,-15,-6,-1,-1
1455,4,-2,-15,-6,-1,-1
1456,-1,3,-15,-6,-1,-1
1457,-7,2,-15,-6,-1,-1
1458,6,-4,-15,-6,-1,-1
1459,-18,2,-15,-6,1,-1
1460,8,1,-15,-6,-1,-1
1461,-12,-8,-15,-6,-1,1
1462,-16,-2,-15,-6,1,-1
1463,1,0,-15,-6,-1,-1
1464,-5,7,-15,-6,-1,-1
1465,-5,-1,-15,-6,-1,-1
1466,6,-7,-15,-6,-1,1
1467,13,0,-15,-6,-1,-1
1468,16,7,-15,-6,-1,-1
1469,-3,-1,-15,-6,-1,-1
1470,-12,-6,-15,-6,-1,0
1471,-11,1,-13,4,-1,1
1472,-17,-6,-13,4,1,1
1473,-7,2,-13,4,-1,1
1474,-5,-2,-13,4,-1,1
1475,15,-2,-13,4,-1,1
1476,15,6,-13,4,-1,-1
1477,-9,-8,-13,4,-1,1
1478,-5,-4,-13,4,-1,1
1479,-16,0,-13,4,1,1
1480,-8,-4,-13,4,-1,1
1481,13,-5,-13,4,-1,1
1482,-13,-4,-13,4,0,1
1483,2,-1,-13,4,-1,1
1484,-8,4,-13,4,-1,0
1485,-7,4,-13,4,-1,0
1486,10,5,-13,4,-1,-1
1487,-2,-6,-13,4,-1,1
1488,17,2,-13,4,-1,1
1489,-4,4,-13,4,-1,0
1490,-13,-2,-13,4,0,1
1491,14,-4,-13,4,-1,1
1492,-16,0,-13,4,1,1
1493,9,3,-13,4,-1,1
1494,-10,-4,-13,4,-1,1
1495,-1,3,-13,4,-1,1
1496,-10,7,-13,4,-1,-1
1497,-8,-6,-13,4,-1,1
1498,14,-8,-13,4,-1,1
1499,-17,1,-13,4,1,1
1500,-9,8,-13,4,-1,-1
1501,10,-4,-11,2,-1,1
1502,2,-7,-11,2,-1,1
1503,-3,5,-11,2,-1,-1
1504,-6,6,-11,2,-1,-1
1505,0,6,-11,2,-1,-1
1506,11,-4,-11,2,-1,1
1507,7,-3,-11,2,-1,1
1508,6,-6,-11,2,-1,1
1509,13,1,-11,2,-1,1
1510,7,6,-11,2,-1,-1
1511,5,-4,-11,2,-1,1
1512,13,8,-11,2,-1,-1
1513,6,-2,-11,2,-1,1
1514,10,-8,-11,2,-1,1
1515,-13,-7,-11,2,1,1
1516,1,0,-11,2,-1,1
1517,-11,-6,-11,2,0,1
1518,16,-7,-11,2,-1,1
1519,17,-5,-11,2,-1,1
1520,-3,3,-11,2,-1,-1
1521,-17,-7,-11,2,1,1
1522,-15,3,-11,2,1,-1
1523,-7,7,-11,2,-1,-1
1524,13,6,-11,2,-1,-1
1525,18,-6,-11,2,-1,1
1526,-5,-2,-11,2,-1,1
1527,-2,2,-11,2,-1,0
1528,12,-2,-11,2,-1,1
1529,-2,-5,-11,2,-1,1
1530,8,5,-11,2,-1,-1
1531,-2,8,-5,-6,-1,-1
1532,16,1,-5,-6,-1,-1
1533,14,-3,-5,-6,-1,-1
1534,-10,-7,-5,-6,1,1
1535,6,0,-5,-6,-1,-1
1536,10,-6,-5,-6,-1,0
1537,-2,-7,-5,-6,-1,1
1538,3,8,-5,-6,-1,-1
1539,5,5,-5,-6,-1,-1
1540,-6,-1,-5,-6,1,-1
1541,-12,-8,-5,-6,1,1
1542,1,-3,-5,-6,-1,-1
1543,1,-8,-5,-6,-1,1
1544,-7,-3,-5,-6,1,-1
1545,-18,-5,-5,-6,1,-1
1546,0,2,-5,-6,-1,-1
1547,-10,7,-5,-6,1,-1
1548,8,-3,-5,-6,-1,-1
1549,-10,8,-5,-6,1,-1
1550,-18,-2,-5,-6,1,-1
1551,6,5,-5,-6,-1,-1
1552,12,2,-5,-6,-1,-1
1553,-16,4,-5,-6,1,-1
1554,-3,7,-5,-6,-1,-1
1555,-11,0,-5,-6,1,-1
1556,-4,5,-5,-6,-1,-1
1557,-2,8,-5,-6,-1,-1
1558,-16,-4,-5,-6,1,-1
1559,8,-7,-5,-6,-1,1
1560,-16,4,-5,-6,1,-1
1561,-2,-2,1,-5,1,-1
1562,-11,-3,1,-5,1,-1
1563,-5,0,1,-5,1,-1
1564,-6,-3,1,-5,1,-1
1565,-3,-3,1,-5,1,-1
1566,17,7,1,-5,-1,-1
1567,11,4,1,-5,-1,-1
1568,-8,-6,1,-5,1,1
1569,15,-6,1,-5,-1,1
1570,-13,-8,1,-5,1,1
1571,5,-4,1,-5,-1,-1
1572,-6,-2,1,-5,1,-1
1573,-12,-4,1,-5,1,-1
1574,14,5,1,-5,-1,-1
1575,17,-6,1,-5,-1,1
1576,-3,-2,1,-5,1,-1
1577,-10,-4,1,-5,1,-1
1578,10,-5,1,-5,-1,0
1579,-9,5,1,-5,1,-1
1580,-16,0,1,-5,1,-1
1581,-18,5,1,-5,1,-1
1582,-8,0,1,-5,1,-1
1583,7,2,1,-5,-1,-1
1584,13,-2,1,-5,-1,-1
1585,14,4,1,-5,-1,-1
1586,-2,0,1,-5,1,-1
1587,14,5,1,-5,-1,-1
1588,6,8,1,-5,-1,-1
1589,14,-6,1,-5,-1,1
1590,15,-2,1,-5,-1,-1
1591,-3,1,-14,0,-1,-1
1592,-10,-1,-14,0,-1,1
1593,-2,5,-14,0,-1,-1
1594,-15,-5,-14,0,1,1
1595,-8,-2,-14,0,-1,1
1596,-6,1,-14,0,-1,-1
1597,-2,-8,-14,0,-1,1
1598,9,-3,-14,0,-1,1
1599,-11,-2,-14,0,-1,1
1600,11,1,-14,0,-1,-1
1601,9,0,-14,0,-1,0
1602,-13,7,-14,0,-1,-1
1603,3,-4,-14,0,-1,1
1604,9,2,-14,0,-1,-1
1605,17,4,-14,0,-1,-1
1606,13,-3,-14,0,-1,1
1607,7,-5,-14,0,-1,1
1608,5,-7,-14,0,-1,1
1609,-6,3,-14,0,-1,-1
1610,10,7,-14,0,-1,-1
1611,-5,-2,-14,0,-1,1
1612,7,-1,-14,0,-1,1
1613,12,-6,-14,0,-1,1
1614,2,8,-14,0,-1,-1
1615,-4,-3,-14,0,-1,1
1616,9,0,-14,0,-1,0
1617,4,-3,-14,0,-1,1
1618,-17,2,-14,0,1,-1
1619,-3,-4,-14,0,-1,1
